query_id,request_id,query_words,relevant_docs,bm25_ndcg10,first_ndcg10,prp_ndcg10,first_minus_bm25,first_minus_prp,bucket
PLAIN-2,nfcorpus-PLAIN-2,7,24,0.8013939141871723,0.8266631533699129,0.8656408656973713,0.0252692391827406,-0.03897771232745839,gain
PLAIN-12,nfcorpus-PLAIN-12,5,30,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-23,nfcorpus-PLAIN-23,9,90,0.36385599756890447,0.7454436363726847,0.5733741146885178,0.38158763880378027,0.1720695216841669,gain
PLAIN-33,nfcorpus-PLAIN-33,5,32,0.14342484470735153,0.25708634497380517,0.30829708711768966,0.11366150026645364,-0.05121074214388449,gain
PLAIN-44,nfcorpus-PLAIN-44,6,58,0.0,0.1734599867390924,0.17897489594999488,0.1734599867390924,-0.0055149092109024744,gain
PLAIN-56,nfcorpus-PLAIN-56,3,50,0.6975975228401826,0.7247572127588066,0.5666116170987252,0.02715968991862394,0.15814559566008135,gain
PLAIN-68,nfcorpus-PLAIN-68,6,55,0.36077903708155934,0.5394675755624927,0.588793172823202,0.17868853848093336,-0.049325597260709286,gain
PLAIN-78,nfcorpus-PLAIN-78,9,62,0.08039138809008574,0.05487565949361938,0.04247244516790241,-0.025515728596466357,0.01240321432571697,loss
PLAIN-91,nfcorpus-PLAIN-91,5,64,0.17653239837139895,0.1596096716191385,0.1596096716191385,-0.016922726752260447,0.0,loss
PLAIN-102,nfcorpus-PLAIN-102,5,24,0.12530682344457728,0.3239134396887189,0.0,0.1986066162441416,0.3239134396887189,gain
PLAIN-112,nfcorpus-PLAIN-112,4,56,0.4222280166138916,0.459082823391373,0.459082823391373,0.03685480677748143,0.0,gain
PLAIN-123,nfcorpus-PLAIN-123,8,51,0.038356439954197026,0.12741733550370724,0.06370866775185362,0.08906089554951022,0.06370866775185362,gain
PLAIN-133,nfcorpus-PLAIN-133,6,36,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-143,nfcorpus-PLAIN-143,4,51,0.3239134396887189,0.6092584262921852,0.36632334652564597,0.2853449866034663,0.24293507976653922,gain
PLAIN-153,nfcorpus-PLAIN-153,5,47,0.4777832312377697,0.8366465219293796,0.8935530791692834,0.3588632906916099,-0.05690655723990379,gain
PLAIN-165,nfcorpus-PLAIN-165,8,36,0.3268899477093949,0.5623218899703181,0.6709906016048227,0.23543194226092318,-0.10866871163450464,gain
PLAIN-175,nfcorpus-PLAIN-175,3,37,0.36864024334781587,0.36864024334781587,0.13347537859706932,0.0,0.23516486475074655,tie
PLAIN-186,nfcorpus-PLAIN-186,4,24,0.11004588314904008,0.22009176629808017,0.22009176629808017,0.11004588314904008,0.0,gain
PLAIN-196,nfcorpus-PLAIN-196,5,69,0.6691255538181726,0.7034066032439746,0.6083169141195838,0.03428104942580201,0.09508968912439086,gain
PLAIN-207,nfcorpus-PLAIN-207,4,55,0.2866919347890071,0.521098444712307,0.4642913062995817,0.23440650992329992,0.05680713841272533,gain
PLAIN-217,nfcorpus-PLAIN-217,4,36,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-227,nfcorpus-PLAIN-227,5,40,0.11004588314904008,0.06943122193677727,0.0,-0.040614661212262815,0.06943122193677727,loss
PLAIN-238,nfcorpus-PLAIN-238,5,54,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-248,nfcorpus-PLAIN-248,6,31,0.11004588314904008,0.1731866333482261,0.19518900079066107,0.06314075019918601,-0.022002367442434972,gain
PLAIN-259,nfcorpus-PLAIN-259,5,14,0.3589542101716347,0.33013764944712026,0.13886244387355454,-0.02881656072451444,0.19127520557356573,loss
PLAIN-270,nfcorpus-PLAIN-270,5,52,0.22009176629808017,0.22009176629808017,0.22009176629808017,0.0,0.0,tie
PLAIN-280,nfcorpus-PLAIN-280,5,20,0.3932783996463063,0.3340514446642156,0.4690000933206748,-0.059226954982090685,-0.13494864865645922,loss
PLAIN-291,nfcorpus-PLAIN-291,6,13,0.3589542101716347,0.3589542101716347,0.22793826167775832,0.0,0.13101594849387638,tie
PLAIN-307,nfcorpus-PLAIN-307,9,3,0.2960819109658652,0.9325210919548239,0.9674679834891693,0.6364391809889587,-0.03494689153434538,gain
PLAIN-320,nfcorpus-PLAIN-320,4,42,0.0,0.0,0.06943122193677727,0.0,-0.06943122193677727,tie
PLAIN-332,nfcorpus-PLAIN-332,10,2,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.0,0.0,tie
PLAIN-344,nfcorpus-PLAIN-344,10,61,0.11428257845677503,0.13347537859706932,0.11122948216422443,0.019192800140294286,0.022245896432844886,gain
PLAIN-358,nfcorpus-PLAIN-358,10,3,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-371,nfcorpus-PLAIN-371,9,2,0.16369747519436975,0.38009376671593426,0.38009376671593426,0.2163962915215645,0.0,gain
PLAIN-383,nfcorpus-PLAIN-383,11,5,0.1208113026994942,0.21398626473452756,0.16958010263680806,0.09317496203503337,0.0444061620977195,gain
PLAIN-395,nfcorpus-PLAIN-395,8,3,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-407,nfcorpus-PLAIN-407,5,3,0.6387878864795979,0.6387878864795979,0.6387878864795979,0.0,0.0,tie
PLAIN-418,nfcorpus-PLAIN-418,6,3,0.7606220037494031,0.8670870086853021,0.8670870086853021,0.10646500493589894,0.0,gain
PLAIN-430,nfcorpus-PLAIN-430,9,8,0.5640151161600534,0.5758211900829147,0.5640151161600534,0.01180607392286126,0.01180607392286126,gain
PLAIN-441,nfcorpus-PLAIN-441,7,5,0.9480160773094435,0.9597031114076343,0.8526542464062051,0.01168703409819083,0.10704886500142918,gain
PLAIN-457,nfcorpus-PLAIN-457,8,5,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-468,nfcorpus-PLAIN-468,8,10,0.2406871186625798,0.32967345012586385,0.27733701506236197,0.08898633146328405,0.052336435063501885,gain
PLAIN-478,nfcorpus-PLAIN-478,1,1,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-488,nfcorpus-PLAIN-488,2,15,0.933745776545611,0.9305687780632227,0.8630152897016882,-0.0031769984823882824,0.06755348836153452,loss
PLAIN-499,nfcorpus-PLAIN-499,1,34,0.4690000933206748,0.41528076708874123,0.3932783996463063,-0.053719326231933595,0.022002367442434945,loss
PLAIN-510,nfcorpus-PLAIN-510,2,6,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-520,nfcorpus-PLAIN-520,1,1,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-531,nfcorpus-PLAIN-531,2,308,0.3214961622634444,0.15139734109601002,0.3436966913921454,-0.17009882116743438,-0.1922993502961354,loss
PLAIN-541,nfcorpus-PLAIN-541,3,6,0.3872487704346732,0.0,0.43292617940918415,-0.3872487704346732,-0.43292617940918415,loss
PLAIN-551,nfcorpus-PLAIN-551,1,2,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-561,nfcorpus-PLAIN-561,1,25,0.3589542101716347,0.3589542101716347,0.3589542101716347,0.0,0.0,tie
PLAIN-571,nfcorpus-PLAIN-571,1,7,0.2558209594125084,0.2247194739855928,0.2558209594125084,-0.03110148542691557,-0.03110148542691557,loss
PLAIN-583,nfcorpus-PLAIN-583,1,44,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-593,nfcorpus-PLAIN-593,1,3,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.0,0.0,tie
PLAIN-603,nfcorpus-PLAIN-603,1,1,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-613,nfcorpus-PLAIN-613,2,10,0.06362078819895171,0.11004588314904008,0.22009176629808017,0.04642509495008837,-0.11004588314904008,gain
PLAIN-623,nfcorpus-PLAIN-623,2,41,0.2489083270225946,0.2489083270225946,0.2489083270225946,0.0,0.0,tie
PLAIN-634,nfcorpus-PLAIN-634,1,21,0.13886244387355454,0.22009176629808017,0.22009176629808017,0.08122932242452563,0.0,gain
PLAIN-645,nfcorpus-PLAIN-645,1,29,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-660,nfcorpus-PLAIN-660,1,475,1.0,1.0,0.905211635630449,0.0,0.09478836436955096,tie
PLAIN-671,nfcorpus-PLAIN-671,1,1,1.0,1.0,1.0,0.0,0.0,tie
PLAIN-681,nfcorpus-PLAIN-681,2,1,1.0,1.0,1.0,0.0,0.0,tie
PLAIN-691,nfcorpus-PLAIN-691,1,21,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-701,nfcorpus-PLAIN-701,2,8,0.3618791953854131,0.4125317798925535,0.4125317798925535,0.05065258450714044,0.0,gain
PLAIN-711,nfcorpus-PLAIN-711,2,57,0.22009176629808017,0.22009176629808017,0.22009176629808017,0.0,0.0,tie
PLAIN-721,nfcorpus-PLAIN-721,1,25,1.0,1.0,1.0,0.0,0.0,tie
PLAIN-731,nfcorpus-PLAIN-731,2,54,0.7935840677649109,0.5559026721867443,0.4011248950259844,-0.2376813955781666,0.15477777716075986,loss
PLAIN-741,nfcorpus-PLAIN-741,1,19,0.8486026589039899,0.8630152897016882,0.8414929602590189,0.014412630797698278,0.021522329442669297,gain
PLAIN-751,nfcorpus-PLAIN-751,2,7,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-761,nfcorpus-PLAIN-761,2,6,0.15130120674940675,0.13032376591037065,0.1909208661789347,-0.020977440839036104,-0.06059710026856405,loss
PLAIN-771,nfcorpus-PLAIN-771,2,3,1.0,1.0,1.0,0.0,0.0,tie
PLAIN-782,nfcorpus-PLAIN-782,2,2,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-792,nfcorpus-PLAIN-792,1,6,0.644824486427155,0.644824486427155,0.4935232796777482,0.0,0.15130120674940678,tie
PLAIN-806,nfcorpus-PLAIN-806,2,96,0.8579809428223729,1.0,0.933745776545611,0.14201905717762708,0.06625422345438903,gain
PLAIN-817,nfcorpus-PLAIN-817,2,1,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-827,nfcorpus-PLAIN-827,1,244,0.43808927588501717,0.6163668470816235,0.6717589890736099,0.1782775711966063,-0.05539214199198639,gain
PLAIN-838,nfcorpus-PLAIN-838,1,9,0.8550956239938449,0.8550956239938449,0.8550956239938449,0.0,0.0,tie
PLAIN-850,nfcorpus-PLAIN-850,1,57,0.6489315753318465,0.6489315753318465,0.6489315753318465,0.0,0.0,tie
PLAIN-872,nfcorpus-PLAIN-872,2,1,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-882,nfcorpus-PLAIN-882,1,15,0.3589542101716347,0.33013764944712026,0.3589542101716347,-0.02881656072451444,-0.02881656072451444,loss
PLAIN-892,nfcorpus-PLAIN-892,1,92,0.7273298443105218,0.7273298443105218,0.7273298443105218,0.0,0.0,tie
PLAIN-902,nfcorpus-PLAIN-902,1,4,0.6366824387328317,0.6366824387328317,0.5855700749881525,0.0,0.0511123637446792,tie
PLAIN-913,nfcorpus-PLAIN-913,1,34,0.933745776545611,0.8512360941594272,0.8669479898642709,-0.08250968238618372,-0.01571189570484366,loss
PLAIN-924,nfcorpus-PLAIN-924,1,32,0.22009176629808017,0.22009176629808017,0.22009176629808017,0.0,0.0,tie
PLAIN-934,nfcorpus-PLAIN-934,1,101,0.7975167679274937,0.611755947233009,0.8611375561264454,-0.18576082069448474,-0.2493816088934364,loss
PLAIN-946,nfcorpus-PLAIN-946,1,31,0.31488013066763093,0.3589542101716347,0.22400556151517553,0.04407407950400377,0.13494864865645917,gain
PLAIN-956,nfcorpus-PLAIN-956,2,206,0.2980272981222516,0.4595326231006953,0.5289638450374726,0.16150532497844372,-0.06943122193677731,gain
PLAIN-966,nfcorpus-PLAIN-966,1,3,0.14126697285982898,0.0,0.1480409554829326,-0.14126697285982898,-0.1480409554829326,loss
PLAIN-977,nfcorpus-PLAIN-977,2,3,0.14126697285982898,0.46927872602275644,0.20210734650054757,0.32801175316292747,0.2671713795222089,gain
PLAIN-987,nfcorpus-PLAIN-987,1,3,0.23463936301137822,0.23463936301137822,0.2960819109658652,0.0,-0.061442547954487,tie
PLAIN-997,nfcorpus-PLAIN-997,1,2,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1008,nfcorpus-PLAIN-1008,1,5,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1018,nfcorpus-PLAIN-1018,1,60,0.4922818839877925,0.5113553108118987,0.530263109944618,0.019073426824106177,-0.01890779913271934,gain
PLAIN-1028,nfcorpus-PLAIN-1028,2,1,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1039,nfcorpus-PLAIN-1039,2,2,1.0,1.0,1.0,0.0,0.0,tie
PLAIN-1050,nfcorpus-PLAIN-1050,3,94,0.06362078819895171,0.06362078819895171,0.22009176629808017,0.0,-0.15647097809912847,tie
PLAIN-1066,nfcorpus-PLAIN-1066,3,9,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1088,nfcorpus-PLAIN-1088,1,5,0.5531464700081437,0.5531464700081437,0.5531464700081437,0.0,0.0,tie
PLAIN-1098,nfcorpus-PLAIN-1098,1,5,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1109,nfcorpus-PLAIN-1109,2,98,0.604685538711841,0.8389574121760601,0.7093753650484099,0.23427187346421907,0.1295820471276502,gain
PLAIN-1119,nfcorpus-PLAIN-1119,2,11,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1130,nfcorpus-PLAIN-1130,1,1,1.0,1.0,1.0,0.0,0.0,tie
PLAIN-1141,nfcorpus-PLAIN-1141,2,16,0.22009176629808017,0.22009176629808017,0.22009176629808017,0.0,0.0,tie
PLAIN-1151,nfcorpus-PLAIN-1151,3,153,0.1681522864689108,0.19518900079066107,0.11004588314904008,0.027036714321750255,0.08514311764162098,gain
PLAIN-1161,nfcorpus-PLAIN-1161,2,1,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1172,nfcorpus-PLAIN-1172,1,19,0.22009176629808017,0.22009176629808017,0.22009176629808017,0.0,0.0,tie
PLAIN-1183,nfcorpus-PLAIN-1183,1,25,0.28952298823485745,0.2934556883974402,0.3589542101716347,0.003932700162582736,-0.06549852177419452,gain
PLAIN-1193,nfcorpus-PLAIN-1193,2,18,0.06362078819895171,0.0,0.0,-0.06362078819895171,0.0,loss
PLAIN-1203,nfcorpus-PLAIN-1203,2,12,0.3589542101716347,0.3589542101716347,0.3589542101716347,0.0,0.0,tie
PLAIN-1214,nfcorpus-PLAIN-1214,1,17,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1225,nfcorpus-PLAIN-1225,1,27,0.5363559634917963,0.6285108926059098,0.5372903784169164,0.09215492911411349,0.09122051418899335,gain
PLAIN-1236,nfcorpus-PLAIN-1236,1,5,0.3391602052736161,0.3391602052736161,0.3391602052736161,0.0,0.0,tie
PLAIN-1249,nfcorpus-PLAIN-1249,2,4,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1262,nfcorpus-PLAIN-1262,5,10,0.36211082347570717,0.4690000933206748,0.33013764944712026,0.10688926984496766,0.13886244387355456,gain
PLAIN-1275,nfcorpus-PLAIN-1275,2,55,0.4537425745411855,0.538431315257452,0.5199967979955745,0.08468874071626653,0.018434517261877503,gain
PLAIN-1288,nfcorpus-PLAIN-1288,1,196,0.7381919257729245,0.7280855459907165,0.7104770117651426,-0.010106379782207964,0.017608534225573957,loss
PLAIN-1299,nfcorpus-PLAIN-1299,2,61,0.30523488393970116,0.30523488393970116,0.22009176629808017,0.0,0.085143117641621,tie
PLAIN-1309,nfcorpus-PLAIN-1309,1,4,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1320,nfcorpus-PLAIN-1320,4,6,0.4500112274528524,0.5842273861585909,0.15130120674940675,0.13421615870573855,0.4329261794091842,gain
PLAIN-1331,nfcorpus-PLAIN-1331,1,1,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1342,nfcorpus-PLAIN-1342,2,16,0.32730659600126993,0.3787833386759354,0.3785988060390612,0.051476742674665454,0.00018453263687417953,gain
PLAIN-1353,nfcorpus-PLAIN-1353,1,4,0.0,0.0,0.0,0.0,0.0,tie
PLAIN-1363,nfcorpus-PLAIN-1363,1,11,0.22009176629808017,0.22009176629808017,0.22009176629808017,0.0,0.0,tie
PLAIN-1374,nfcorpus-PLAIN-1374,2,26,0.22793826167775832,0.28165758790969186,0.19518900079066107,0.05371932623193354,0.0864685871190308,gain
PLAIN-1387,nfcorpus-PLAIN-1387,1,12,0.6569815082938862,0.7183627972686238,0.7682269253321374,0.0613812889747376,-0.04986412806351359,gain
PLAIN-1398,nfcorpus-PLAIN-1398,1,103,1.0,1.0,1.0,0.0,0.0,tie
PLAIN-1409,nfcorpus-PLAIN-1409,2,253,0.06362078819895171,0.0,0.20483424751859086,-0.06362078819895171,-0.20483424751859086,loss
PLAIN-1419,nfcorpus-PLAIN-1419,1,65,0.31488013066763093,0.30523488393970116,0.33013764944712026,-0.009645246727929768,-0.0249027655074191,loss
